"","libelle_rome","code_rome","fap2009_SansQualif_agreg","fap2009_AvecQualif_agreg"
"5898","Agent / Agente de production de composants électroniques","H2603","Z","C"
"5899","Conducteur / Conductrice de ligne automatisée en production électronique","H2603","Z","C"
"5900","Opérateur / Opératrice de photomasquage en électronique","H2603","Z","C"
"5901","Conducteur / Conductrice de ligne automatisée en production électrique","H2603","Z","C"
"5902","Conducteur / Conductrice de machines à vagues","H2603","Z","C"
"5903","Opérateur / Opératrice d'implantation ionique en électronique","H2603","Z","C"
"5904","Conduite d'installation automatisée de production électrique, électronique et microélectronique","H2603","Z","C"
"5905","Opérateur / Opératrice de photogravure en électronique","H2603","Z","C"
"5906","Opérateur / Opératrice en salle blanche en production électronique","H2603","Z","C"
"5907","Chef d'équipe de production automatisée en électronique","H2603","Z","C"
"5908","Technicien / Technicienne de fabrication de composants électroniques","H2603","Z","C"
"5909","Opérateur-soudeur / Opératrice-soudeuse à la vague","H2603","Z","C"
"5910","Opérateur / Opératrice de fabrication en microélectronique","H2603","Z","C"
"5911","Opérateur / Opératrice de ligne en électronique","H2603","Z","C"
"5912","Monteur / Monteuse de fabrication de matériels électriques","H2604","Z","C"
"5913","Assembleur / Assembleuse en produits électroniques","H2604","Z","C"
"5914","Chef d'équipe de production de matériels électriques","H2604","Z","C"
"5915","Opérateur / Opératrice de fabrication de matériels électriques et électroniques","H2604","Z","C"
"5916","Opérateur / Opératrice sur machine semi-automatique en production électronique","H2604","Z","C"
"5917","Ouvrier / Ouvrière de montage en appareils électriques","H2604","Z","C"
"5918","Agent / Agente de production de matériels électroniques","H2604","Z","C"
"5919","Monteur / Monteuse en fabrication de produits électroniques","H2604","Z","C"
"5920","Opérateur / Opératrice sur machine semi-automatique en production électrique","H2604","Z","C"
"5921","Assembleur / Assembleuse en produits électriques","H2604","Z","C"
"5922","Monteur / Monteuse en fabrication de produits électriques","H2604","Z","C"
"5923","Agent / Agente de fabrication de matériels électriques et électroniques","H2604","Z","C"
"5924","Montage de produits électriques et électroniques","H2604","Z","C"
"5925","Monteur assembleur / Monteuse assembleuse en fabrication de matériels électriques","H2604","Z","C"
"5926","Agent / Agente de production de matériels électriques","H2604","Z","C"
"5927","Monteur / Monteuse de fabrication de matériels électroniques","H2604","Z","C"
"5928","Montage et câblage électronique","H2605","Z","C"
"5929","Câbleur / Câbleuse en électronique","H2605","Z","C"
"5930","Monteur-câbleur / Monteuse-câbleuse de composants électroniques","H2605","Z","C"
"5931","Monteur-câbleur / Monteuse-câbleuse maquettiste en électronique","H2605","Z","C"
"5932","Chef d'équipe câblage en électronique","H2605","Z","C"
"5933","Monteur-câbleur / Monteuse-câbleuse de circuits imprimés","H2605","Z","C"
"5934","Câbleur / Câbleuse en microsoudure en électronique","H2605","Z","C"
"5935","Monteur-câbleur / Monteuse-câbleuse en microélectronique","H2605","Z","C"
"5936","Monteur-câbleur / Monteuse-câbleuse en électronique professionnelle","H2605","Z","C"
"5937","Monteur-câbleur / Monteuse-câbleuse en électronique","H2605","Z","C"
"5938","Câbleur / Câbleuse de cartes de circuits imprimés","H2605","Z","C"
"5939","Electronicien-câbleur / Electronicienne-câbleuse d'équipement","H2605","Z","C"
"5940","Energie","H27",NA,NA
"5941","Technicien supérieur atomicien / Technicienne supérieure atomicienne de conduite de systèmes nucléaires de propulsion navale","H2701","E","Z"
"5942","Opérateur / Opératrice d'exploitation en production d'énergie","H2701","E","Z"
"5943","Opérateur / Opératrice console en production d'énergie","H2701","E","Z"
"5944","Opérateur extérieur / Opératrice extérieure de raffinerie","H2701","E","Z"
"5945","Chef opérateur / opératrice en raffinerie","H2701","E","Z"
"5946","Opérateur / Opératrice de conduite en raffinerie","H2701","E","Z"
"5947","Technicien / Technicienne d'exploitation en production d'énergie","H2701","E","Z"
"5948","Opérateur / Opératrice salle de contrôle en production d'énergie","H2701","E","Z"
"5949","Chauffeur / Chauffeuse de four en incinération des ordures","H2701","E","Z"
"5950","Chargé / Chargée de conduite en production d'énergie","H2701","E","Z"
"5951","Technicien / Technicienne énergie ","H2701","E","Z"
"5952","Rondier / Rondière en pétrochimie","H2701","E","Z"
"5953","Consoliste en raffinerie","H2701","E","Z"
"5954","Opérateur / Opératrice de production en énergie/pétrochimie","H2701","E","Z"
"5955","Pupitreur / Pupitreuse en raffinerie","H2701","E","Z"
"5956","Technicien / Technicienne de production en pétrochimie","H2701","E","Z"
"5957","Agent / Agente de terrain en production d'énergie","H2701","E","Z"
"5958","Technicien / Technicienne combustible levage","H2701","E","Z"
"5959","Pilotage d'installation énergétique et pétrochimique","H2701","E","Z"
"5960","Opérateur / Opératrice de conduite en centrale nucléaire","H2701","E","Z"
"5961","Conducteur / Conductrice de bloc nucléaire","H2701","E","Z"
"5962","Pilote d'installation des industries pétrochimiques","H2701","E","Z"
"5963","Rondier / Rondière en production d'énergie","H2701","E","Z"
"5964","Conducteur / Conductrice d'installation d'incinération","H2701","E","Z"
"5965","Opérateur / Opératrice de conduite centralisée en énergie","H2701","E","Z"
"5966","Tableautiste en production d'énergie","H2701","E","Z"
"5967","Opérateur extérieur / Opératrice extérieure des industries pétrochimiques et de production d'énergie","H2701","E","Z"
"5968","Pupitreur / Pupitreuse en production d'énergie","H2701","E","Z"
"5969","Pilote d'installation de production d'énergie","H2701","E","Z"
"5970","Opérateur / Opératrice tableau en raffinerie","H2701","E","Z"
"5971","Tableautiste en raffinerie","H2701","E","Z"
"5972","Turbinier / Turbinière","H2701","E","Z"
"5973","Opérateur / Opératrice combustible","H2701","E","Z"
"5974","Conducteur / Conductrice de production d'énergie sur chaudière industrielle","H2701","E","Z"
"5975","Matériaux de construction, céramique et verre","H28",NA,NA
"5976","Etireur / Etireuse en fils et fibres de verre","H2801","Z","E"
"5977","Conducteur régleur / Conductrice régleuse en production/transformation du verre","H2801","Z","E"
"5978","Conducteur / Conductrice de laminage en production/transformation du verre","H2801","Z","E"
"5979","Conducteur / Conductrice de soufflage en production/transformation du verre","H2801","Z","E"
"5980","Conducteur / Conductrice de presses en production/transformation du verre","H2801","Z","E"
"5981","Agent / Agente de fabrication en production/transformation du verre","H2801","Z","E"
"5982","Opérateur / Opératrice feeder en production/transformation du verre","H2801","Z","E"
"5983","Fileur / Fileuse en fils et fibres de verre","H2801","Z","E"
"5984","Bobineur / Bobineuse de fils et fibres de verre","H2801","Z","E"
"5985","Conducteur / Conductrice de machines sur ligne de transformation du verre","H2801","Z","E"
"5986","Conducteur régleur / Conductrice régleuse sur presse en production/transformation du verre","H2801","Z","E"
"5987","Conduite d'équipement de transformation du verre","H2801","Z","E"
"5988","Conducteur / Conductrice de machines de formage du verre","H2801","Z","E"
"5989","Pilote de ligne automatisée en matériaux de construction","H2802","E","Z"
"5990","Conducteur / Conductrice d'installation en matériaux de construction","H2802","E","Z"
"5991","Conduite d'installation de production de matériaux de construction","H2802","E","Z"
"5992","Opérateur / Opératrice de fabrication en matériaux de construction","H2802","E","Z"
"5993","Machiniste en matériaux de construction","H2802","E","Z"
"5994","Opérateur / Opératrice sur machine automatisée en matériaux de construction","H2802","E","Z"
"5995","Opérateur / Opératrice sur machine de fabrication de matériaux de construction","H2802","E","Z"
"5996","Conducteur / Conductrice de machines d'extrusion en matériaux de construction","H2802","E","Z"
"5997","Pilote d'installation de l'industrie du béton","H2802","E","Z"
"5998","Pilote d'installation automatisée de l'industrie du béton","H2802","E","Z"
"5999","Pilote d'installation automatisée en matériaux de construction","H2802","E","Z"
"6000","Conducteur / Conductrice de ligne d'émaillage","H2803","Z","E"
"6001","Technicien / Technicienne de fabrication en céramique","H2803","Z","E"
"6002","Emailleur / Emailleuse sur installation en céramique","H2803","Z","E"
"6003","Mouleur / Mouleuse en céramique","H2803","Z","E"
"6004","Opérateur / Opératrice de production en céramique","H2803","Z","E"
"6005","Presseur / Presseuse en céramique","H2803","Z","E"
"6006","Façonnage et émaillage en industrie céramique","H2803","Z","E"
"6007","Couleur / Couleuse en céramique","H2803","Z","E"
"6008","Conducteur / Conductrice de mouleuses en céramique","H2803","Z","E"
"6009","Chef d'équipe de moulage en céramique","H2803","Z","E"
"6010","Conducteur / Conductrice de machines de façonnage en céramique","H2803","Z","E"
"6011","Opérateur / Opératrice d'émaillage en industrie céramique","H2803","Z","E"
"6012","Emailleur / Emailleuse en céramique","H2803","Z","E"
"6013","Couleur-finisseur / Couleuse-finisseuse en céramique","H2803","Z","E"
"6014","Calibreur / Calibreuse sur machine en industrie céramique","H2803","Z","E"
"6015","Opérateur régleur / Opératrice régleuse sur chaîne de calibrage en céramique","H2803","Z","E"
"6016","Calibreur / Calibreuse en céramique","H2803","Z","E"
"6017","Opérateur / Opératrice de façonnage en industrie céramique","H2803","Z","E"
"6018","Opérateur / Opératrice en salle de contrôle en cimenterie","H2804","E","Z"
"6019","Rondier / Rondière en installation de traitement d'enrobés","H2804","E","Z"
"6020","Agent / Agente technique de centrale à béton prêt à l'emploi","H2804","E","Z"
"6021","Contremaître / Contremaîtresse de poste centralisé en cimenterie","H2804","E","Z"
"6022","Rondier / Rondière en centrale ciment","H2804","E","Z"
"6023","Technicien / Technicienne de production d'enrobés","H2804","E","Z"
"6024","Rondier / Rondière en installation de traitement de granulats","H2804","E","Z"
"6025","Technicien / Technicienne de production de granulats","H2804","E","Z"
"6026","Technicien / Technicienne de production de béton prêt à l'emploi","H2804","E","Z"
"6027","Pilote primaire fonds de carrière","H2804","E","Z"
"6028","Agent / Agente technique d'installation de granulat","H2804","E","Z"
"6029","Agent / Agente technique de centrale à enrobés","H2804","E","Z"
"6030","Centraliste en fabrication de ciment","H2804","E","Z"
"6031","Agent / Agente technique de centrale en industrie routière","H2804","E","Z"
"6032","Pilote d'installation en production de ciment","H2804","E","Z"
"6033","Rondier / Rondière en centrale à béton prêt à l'emploi","H2804","E","Z"
"6034","Pilotage de centrale à béton prêt à l'emploi, ciment, enrobés et granulats","H2804","E","Z"
"6035","Agent / Agente technique de centrale ciment","H2804","E","Z"
"6036","Technicien / Technicienne de production en ciment","H2804","E","Z"
"6037","Pilote de centrale de béton prêt à l'emploi","H2804","E","Z"
"6038","Opérateur / Opératrice de poste centralisé en cimenterie","H2804","E","Z"
"6039","Centraliste en fabrication de béton prêt à l'emploi","H2804","E","Z"
"6040","Pilote d'installation de concassage","H2804","E","Z"
"6041","Pilote d'installation de traitement de granulats","H2804","E","Z"
"6042","Technicien / Technicienne fusion en industrie verrière","H2805","E","Z"
"6043","Conducteur / Conductrice de ligne en production de verre","H2805","E","Z"
"6044","Conducteur-fondeur / Conductrice-fondeuse en industrie verrière","H2805","E","Z"
"6045","Technicien / Technicienne en production/transformation de verre","H2805","E","Z"
"6046","Lanceur / Lanceuse de fabrication en industrie verrière","H2805","E","Z"
"6047","Pilotage d'installation de production verrière","H2805","E","Z"
"6048","Surveillant / Surveillante de four en production/transformation de verre","H2805","E","Z"
"6049","Fondeur / Fondeuse en production/transformation de verre","H2805","E","Z"
"6050","Conducteur / Conductrice de four en production/transformation de verre","H2805","E","Z"
"6051","Pilote d'installation de production de matière verrière","H2805","E","Z"
"6052","Chargeur / Chargeuse de four en production/transformation de verre","H2805","E","Z"
"6053","Fondeur-composeur / Fondeuse-composeuse en industrie verrière","H2805","E","Z"
"6054","Mécanique, travail des métaux et outillage","H29",NA,NA
"6055","Ajusteur-outilleur / Ajusteuse-outilleuse sur moule métallique","H2901","Z","D"
"6056","Mécanicien / Mécanicienne plaquiste","H2901","Z","D"
"6057","Ajusteur-régleur / Ajusteuse-régleuse de fabrication en instruments d'optique","H2901","Z","D"
"6058","Ajusteur / Ajusteuse composites","H2901","Z","D"
"6059","Mécanicien monteur / Mécanicienne monteuse de fabrication","H2901","Z","D"
"6060","Ajusteur-monteur / Ajusteuse-monteuse de fabrication","H2901","Z","D"
"6061","Mécanicien-ajusteur / Mécanicienne-ajusteuse de fabrication","H2901","Z","D"
"6062","Ajusteur-monteur / Ajusteuse-monteuse de cellules aéronefs","H2901","Z","D"
"6063","Mécanicien-outilleur / Mécanicienne-outilleuse en découpage et emboutissage","H2901","Z","D"
"6064","Micromécanicien / Micromécanicienne","H2901","Z","D"
"6065","Mécanicien / Mécanicienne outils à découper et à emboutir","H2901","Z","D"
"6066","Ajusteur-emboutisseur / Ajusteuse-emboutisseuse","H2901","Z","D"
"6067","Outilleur-mouliste / Outilleuse-mouliste","H2901","Z","D"
"6068","Ajusteur-monteur / Ajusteuse-monteuse aéronautique","H2901","Z","D"
"6069","Ajusteur / Ajusteuse au banc","H2901","Z","D"
"6070","Ajustement et montage de fabrication","H2901","Z","D"
"6071","Mécanicien / Mécanicienne structures et techniques de l'aviation légère de l'armée de terre","H2901","Z","D"
"6072","Ajusteur-matriceur / Ajusteuse-matriceuse","H2901","Z","D"
"6073","Monteur régleur / Monteuse régleuse de fabrication en instruments d'optique","H2901","Z","D"
"6074","Ajusteur-mécanicien / Ajusteuse-mécanicienne de fabrication","H2901","Z","D"
"6075","Ajusteur balancier / Ajusteuse balancière","H2901","Z","D"
"6076","Ajusteur-mouliste / Ajusteuse-mouliste","H2901","Z","D"
"6077","Mécanicien / Mécanicienne mouliste de fabrication","H2901","Z","D"
"6078","Ajusteur-rectifieur / Ajusteuse-rectifieuse de fabrication","H2901","Z","D"
"6079","Monteur régleur / Monteuse régleuse de systèmes mécaniques","H2901","Z","D"
"6080","Monteur ajusteur / Monteuse ajusteuse de systèmes mécaniques","H2901","Z","D"
"6081","Ajusteur / Ajusteuse de fabrication","H2901","Z","D"
"6082","Aménageur intégrateur / Aménageuse intégratrice de cabines d'aéronefs","H2901","Z","D"
"6083","Mécanicien-outilleur / Mécanicienne-outilleuse","H2901","Z","D"
"6084","Armurier / Armurière de fabrication","H2901","Z","D"
"6085","Ajusteur-metteur / Ajusteuse-metteuse au point de prototypes","H2901","Z","D"
"6086","Mécanicien / Mécanicienne de précision","H2901","Z","D"
"6087","Ajusteur-outilleur / Ajusteuse-outilleuse de fabrication","H2901","Z","D"
"6088","Mécanicien-armurier / Mécanicienne-armurière","H2901","Z","D"
"6089","Chaudronnier / Chaudronnière aéronautique","H2902","Z","D"
"6090","Tôlier-chaudronnier / Tôlière-chaudronnière","H2902","Z","D"
"6091","Chaudronnier / Chaudronnière sur métaux","H2902","Z","D"
"6092","Chaudronnier soudeur / Chaudronnière soudeuse","H2902","Z","D"
"6093","Opérateur / Opératrice en tôlerie industrielle","H2902","Z","D"
"6094","Serrurier métallier industriel / Serrurière métallière industrielle","H2902","Z","D"
"6095","Technicien / Technicienne de production en tôlerie","H2902","Z","D"
"6096","Assembleur / Assembleuse au plan en chaudronnerie","H2902","Z","D"
"6097","Ferreur / Ferreuse en chaudronnerie-tôlerie","H2902","Z","D"
"6098","Chaudronnier / Chaudronnière tôle fine","H2902","Z","D"
"6099","Chaudronnier-tuyauteur / Chaudronnière-tuyauteuse en thermoplastiques","H2902","Z","D"
"6100","Chaudronnier / Chaudronnière","H2902","Z","D"
"6101","Traceur / Traceuse en chaudronnerie","H2902","Z","D"
"6102","Chaudronnier-tuyauteur / Chaudronnière-tuyauteuse","H2902","Z","D"
"6103","Chaudronnerie - tôlerie","H2902","Z","D"
"6104","Traceur / Traceuse en serrurerie","H2902","Z","D"
"6105","Chef d'équipe traceur / traceuse en chaudronnerie","H2902","Z","D"
"6106","Aide chaudronnier / chaudronnière","H2902","Z","D"
"6107","Tôlier / Tôlière","H2902","Z","D"
"6108","Chaudronnier-tôlier / Chaudronnière-tôlière","H2902","Z","D"
"6109","Tôlier-traceur / Tôlière-traceuse","H2902","Z","D"
"6110","Tôlier-serrurier / Tôlière-serrurière","H2902","Z","D"
"6111","Tôlier-formeur / Tôlière-formeuse","H2902","Z","D"
"6112","Opérateur / Opératrice en chaudronnerie","H2902","Z","D"
"6113","Chaudronnier traceur / Chaudronnière traceuse","H2902","Z","D"
"6114","Traceur / Traceuse en construction aéronautique","H2902","Z","D"
"6115","Affûteur / Affûteuse de menuiserie","H2903","Z","D"
"6116","Affûteur / Affûteuse d'outillage industriel","H2903","Z","D"
"6117","Tourneur vertical / Tourneuse verticale ","H2903","Z","D"
"6118","Affûteur-ajusteur / Affûteuse-ajusteuse","H2903","Z","D"
"6119","Affûteur / Affûteuse d'outils de coupe","H2903","Z","D"
"6120","Fraiseur / Fraiseuse mouliste","H2903","Z","D"
"6121","Tourneur-fraiseur / Tourneuse-fraiseuse sur Commande Numérique -CN-","H2903","Z","D"
"6122","Affûteur / Affûteuse de fraises","H2903","Z","D"
"6123","Tourneur-mouliste / Tourneuse-mouliste","H2903","Z","D"
"6124","Tailleur / Tailleuse d'engrenage","H2903","Z","D"
"6125","Opérateur régleur / Opératrice régleuse sur centre d'usinage","H2903","Z","D"
"6126","Rectifieur / Rectifieuse en usinage","H2903","Z","D"
"6127","Fraiseur outilleur / Fraiseuse outilleuse","H2903","Z","D"
"6128","Tourneur / Tourneuse sur Commande Numérique -CN-","H2903","Z","D"
"6129","Conducteur / Conductrice de machines d'usinage en menuiserie PVC","H2903","Z","D"
"6130","Mécanicien-tourneur / Mécanicienne-tourneuse","H2903","Z","D"
"6131","Menuisier / Menuisière aluminium d'atelier en industrie","H2903","Z","D"
"6132","Pointeur aléseur / Pointeuse aléseuse","H2903","Z","D"
"6133","Etinceleur / Etinceleuse en électroérosion","H2903","Z","D"
"6134","Radialeur / Radialeuse","H2903","Z","D"
"6135","Mortaiseur / Mortaiseuse ","H2903","Z","D"
"6136","Opérateur / Opératrice sur Commande Numérique -CN-","H2903","Z","D"
"6137","Régleur décolleteur / Régleuse décolleteuse","H2903","Z","D"
"6138","Fraiseur / Fraiseuse d'engrenage","H2903","Z","D"
"6139","Affûteur-régleur / Affûteuse-régleuse","H2903","Z","D"
"6140","Aléseur / Aléseuse","H2903","Z","D"
"6141","Tourneur / Tourneuse","H2903","Z","D"
"6142","Mécanicien-fraiseur / Mécanicienne-fraiseuse","H2903","Z","D"
"6143","Conducteur / Conductrice de machines d'usinage en menuiserie alu","H2903","Z","D"
"6144","Opérateur-régleur / Opératrice-régleuse sur machine outil d'usinage des métaux","H2903","Z","D"
"6145","Pointeur / Pointeuse en usinage","H2903","Z","D"
"6146","Pilote de cellule d'usinage","H2903","Z","D"
"6147","Tourneur-fraiseur / Tourneuse-fraiseuse sur centre d'usinage","H2903","Z","D"
"6148","Affûteur / Affûteuse de scierie","H2903","Z","D"
"6149","Rectifieur / Rectifieuse d'engrenage","H2903","Z","D"
"6150","Tourneur-mécanicien / Tourneuse-mécanicienne","H2903","Z","D"
"6151","Opérateur programmeur / Opératrice programmeuse de centre d'usinage","H2903","Z","D"
"6152","Opérateur régleur-programmeur / Opératrice régleuse-programmeuse sur machines à commande numérique -CN-","H2903","Z","D"
"6153","Fraiseur / Fraiseuse sur Commande Numérique -CN-","H2903","Z","D"
"6154","Tourneur-rectifieur / Tourneuse-rectifieuse","H2903","Z","D"
"6155","Aléseur pointeur / Aléseuse pointeuse","H2903","Z","D"
"6156","Conducteur / Conductrice de machines outils d'usinage des métaux","H2903","Z","D"
"6157","Conducteur / Conductrice de machines automatiques du travail des métaux","H2903","Z","D"
"6158","Mécanicien régleur / Mécanicienne régleuse de machine automatique du travail des métaux","H2903","Z","D"
"6159","Décolleteur / Décolleteuse","H2903","Z","D"
"6160","Modeleur / Modeleuse sur machine outil","H2903","Z","D"
"6161","Erodeur / Erodeuse","H2903","Z","D"
"6162","Fraiseur / Fraiseuse","H2903","Z","D"
"6163","Opérateur / Opératrice de centre d'usinage","H2903","Z","D"
"6164","Opérateur régleur / Opératrice régleuse sur machines outils à commande numérique de production par enlèvement de métal","H2903","Z","D"
"6165","Tourneur / Tourneuse en cylindre de laminoir","H2903","Z","D"
"6166","Affûteur-outilleur / Affûteuse-outilleuse","H2903","Z","D"
"6167","Opérateur régleur / Opératrice régleuse usinage","H2903","Z","D"
"6168","Conduite d'équipement d'usinage","H2903","Z","D"
"6169","Perceur / Perceuse sur machine radiale","H2903","Z","D"
"6170","Tourneur / Tourneuse sur tour vertical","H2903","Z","D"
"6171","Tourneur-décolleteur / Tourneuse-décolleteuse","H2903","Z","D"
"6172","Mouliste sur machine outil","H2903","Z","D"
"6173","Fraiseur / Fraiseuse d'outillages","H2903","Z","D"
"6174","Tourneur-fraiseur / Tourneuse-fraiseuse","H2903","Z","D"
"6175","Tourneur / Tourneuse de fabrication","H2903","Z","D"
"6176","Usineur / Usineuse","H2903","Z","D"
"6177","Machiniste sur marteau-pilon","H2904","Z","D"
"6178","Conducteur / Conductrice de ligne de tréfilage","H2904","Z","D"
"6179","Chef lamineur / lamineuse en métallurgie","H2904","Z","D"
"6180","Opérateur / Opératrice de transformation métallurgique en laminage à chaud","H2904","Z","D"
"6181","Frappeur / Frappeuse","H2904","Z","D"
"6182","Forgeron industriel / Forgeronne industrielle","H2904","Z","D"
"6183","Conducteur / Conductrice de laminoirs en métallurgie","H2904","Z","D"
"6184","Ebaucheur / Ebaucheuse de déformation des métaux","H2904","Z","D"
"6185","Conducteur / Conductrice d'équipements de four en métallurgie","H2904","Z","D"
"6186","Chef d'équipe en métallurgie","H2904","Z","D"
"6187","Bobineur / Bobineuse de tréfilerie","H2904","Z","D"
"6188","Filiériste en tréfilerie","H2904","Z","D"
"6189","Bobineur / Bobineuse en métallurgie","H2904","Z","D"
"6190","Opérateur / Opératrice de première transformation des métaux","H2904","Z","D"
"6191","Opérateur / Opératrice de transformation en forgeage","H2904","Z","D"
"6192","Chef d'équipe en tréfilerie","H2904","Z","D"
"6193","Forgeron / Forgeronne en coutellerie industrielle","H2904","Z","D"
"6194","Lamineur écrouteur / Lamineuse écrouteuse","H2904","Z","D"
"6195","Aide lamineur / lamineuse","H2904","Z","D"
"6196","Opérateur / Opératrice sur banc de traction en métallurgie","H2904","Z","D"
"6197","Lamineur-finisseur / Lamineuse-finisseuse en métallurgie","H2904","Z","D"
"6198","Lamineur-ébaucheur / Lamineuse-ébaucheuse","H2904","Z","D"
"6199","Etireur / Etireuse en estampage","H2904","Z","D"
"6200","Dresseur / Dresseuse en métallurgie","H2904","Z","D"
"6201","Matriceur / Matriceuse de formage des métaux","H2904","Z","D"
"6202","Martineur / Martineuse de formage des métaux","H2904","Z","D"
"6203","Technicien / Technicienne sur laminoir","H2904","Z","D"
"6204","Opérateur / Opératrice de laminoir","H2904","Z","D"
"6205","Lamineur opérateur / Lamineuse opératrice en cabine","H2904","Z","D"
"6206","Réenrouleur / Réenrouleuse en métallurgie","H2904","Z","D"
"6207","Opérateur / Opératrice de tréfilerie","H2904","Z","D"
"6208","Conducteur / Conductrice d'équipements de formage","H2904","Z","D"
"6209","Profileur / Profileuse en tréfilerie","H2904","Z","D"
"6210","Aide compagnon forgeron industriel / Aide compagnonne forgeronne industrielle","H2904","Z","D"
"6211","Contrôleur visuel / Contrôleuse visuelle de laminage à froid","H2904","Z","D"
"6212","Chef d'équipe d'estampage","H2904","Z","D"
"6213","Compagnon / Compagnonne forge industrielle","H2904","Z","D"
"6214","Pilote d'exploitation de laminoir","H2904","Z","D"
"6215","Tréfileur / Tréfileuse","H2904","Z","D"
"6216","Lamineur / Lamineuse de couronnes","H2904","Z","D"
"6217","Lamineur / Lamineuse en métallurgie","H2904","Z","D"
"6218","Conduite d'équipement de déformation des métaux","H2904","Z","D"
"6219","Pilonnier / Pilonnière de formage des métaux","H2904","Z","D"
"6220","Etireur / Etireuse en métallurgie","H2904","Z","D"
"6221","Aide forgeron pilonnier / forgeronne pilonnière","H2904","Z","D"
"6222","Estampeur / Estampeuse","H2904","Z","D"
"6223","Opérateur / Opératrice de transformation métallurgique en laminage de fond","H2904","Z","D"
"6224","Surveillant / Surveillante de température de forge industrielle","H2904","Z","D"
"6225","Mateur / Mateuse de déformation des métaux","H2904","Z","D"
"6226","Conducteur / Conductrice de presses en tréfilerie","H2904","Z","D"
"6227","Chalumiste de découpage des métaux","H2905","Z","D"
"6228","Coupeur / Coupeuse au chalumeau","H2905","Z","D"
"6229","Opérateur / Opératrice sur machine à découper au plasma avec Commande Numérique -CN-","H2905","Z","D"
"6230","Guillotineur / Guillotineuse","H2905","Z","D"
"6231","Conducteur / Conductrice de ligne de presse à emboutir et à découper des métaux","H2905","Z","D"
"6232","Opérateur / Opératrice de rouleuse","H2905","Z","D"
"6233","Opérateur / Opératrice d'emboutissage/découpe","H2905","Z","D"
"6234","Oxycoupeur / Oxycoupeuse plasma","H2905","Z","D"
"6235","Coupeur / Coupeuse de forge","H2905","Z","D"
"6236","Cintreur / Cintreuse aluminium","H2905","Z","D"
"6237","Conducteur régleur / Conductrice régleuse sur presse à découper","H2905","Z","D"
"6238","Poinçonneur plieur / Poinçonneuse plieuse","H2905","Z","D"
"6239","Cisailleur / Cisailleuse de forge","H2905","Z","D"
"6240","Opérateur / Opératrice de cintreuse","H2905","Z","D"
"6241","Cisailleur / Cisailleuse de matériaux","H2905","Z","D"
"6242","Opérateur / Opératrice de plieuse","H2905","Z","D"
"6243","Oxycoupeur / Oxycoupeuse","H2905","Z","D"
"6244","Conduite d'équipement de formage et découpage des matériaux","H2905","Z","D"
"6245","Agent / Agente de débit de matériaux","H2905","Z","D"
"6246","Oxycoupeur / Oxycoupeuse sur machine à Commande Numérique -CN-","H2905","Z","D"
"6247","Opérateur / Opératrice planeuse","H2905","Z","D"
"6248","Pilote d'installation d'emboutissage/découpe","H2905","Z","D"
"6249","Opérateur / Opératrice sur cintreuse","H2905","Z","D"
"6250","Opérateur / Opératrice sur machine à découper au laser avec Commande Numérique -CN-","H2905","Z","D"
"6251","Grignoteur / Grignoteuse","H2905","Z","D"
"6252","Opérateur / Opératrice sur machine à emboutir et à découper des métaux","H2905","Z","D"
"6253","Conducteur / Conductrice de cisaille","H2905","Z","D"
"6254","Scieur / Scieuse","H2905","Z","D"
"6255","Tourneur-repousseur / Tourneuse-repousseuse","H2905","Z","D"
"6256","Tronçonneur / Tronçonneuse","H2905","Z","D"
"6257","Conducteur / Conductrice d'équipements de découpe","H2905","Z","D"
"6258","Opérateur / Opératrice sur presse à découper/à emboutir","H2905","Z","D"
"6259","Opérateur / Opératrice sur machine transfert","H2905","Z","D"
"6260","Coupeur-rompeur / Coupeuse-rompeuse en verre plat","H2905","Z","D"
"6261","Débiteur / Débitrice de matériaux","H2905","Z","D"
"6262","Oxycoupeur / Oxycoupeuse sur machine à lecture optique de matériaux","H2905","Z","D"
"6263","Emboutisseur / Emboutisseuse","H2905","Z","D"
"6264","Chef d'équipe de découpe","H2905","Z","D"
"6265","Poinçonneur / Poinçonneuse","H2905","Z","D"
"6266","Découpeur / Découpeuse de métaux","H2905","Z","D"
"6267","Opérateur / Opératrice sur machine à découper par jet d'eau avec Commande Numérique -CN-","H2905","Z","D"
"6268","Machiniste sur presse de formage des métaux","H2905","Z","D"
"6269","Opérateur / Opératrice de découpe en métallurgie","H2905","Z","D"
"6270","Opérateur / Opératrice de redresseur","H2905","Z","D"
"6271","Opérateur / Opératrice sur machine de découpage de matériaux","H2905","Z","D"
"6272","Opérateur / Opératrice sur machine de découpage à Commande Numérique -CN-","H2905","Z","D"
"6273","Ressortier / Ressortière","H2905","Z","D"
"6274","Opérateur / Opératrice en repoussage des métaux","H2905","Z","D"
"6275","Agent / Agente de découpage de matériaux","H2905","Z","D"
"6276","Plieur / Plieuse de verre plat","H2905","Z","D"
"6277","Cisailleur / Cisailleuse en métallurgie","H2905","Z","D"
"6278","Cisailleur / Cisailleuse de laminoir","H2905","Z","D"
"6279","Coupeur / Coupeuse de verre plat","H2905","Z","D"
"6280","Presseur / Presseuse du travail des métaux","H2905","Z","D"
"6281","Opérateur / Opératrice sur machine de soudage sous flux solide","H2906","Z","D"
"6282","Opérateur / Opératrice d'équipement automatisé de production du travail des métaux et composites","H2906","Z","D"
